Source IP,Source Port,Source Domain,Destination IP,Destination Port,Destination Domain,Protocol
192.168.100.58,59221,192.168.100.58,34.192.130.194,443,ec2-34-192-130-194.compute-1.amazonaws.com,TCP
192.168.100.58,64058,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,57679,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
20.189.172.33,443,20.189.172.33,192.168.100.58,59278,192.168.100.58,TCP
192.168.100.58,58941,192.168.100.58,20.189.172.32,443,20.189.172.32,TCP
192.168.100.58,18973,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
20.189.172.33,443,20.189.172.33,192.168.100.58,59276,192.168.100.58,TCP
20.189.172.33,443,20.189.172.33,192.168.100.58,59274,192.168.100.58,TCP
20.207.73.85,443,20.207.73.85,192.168.100.58,59596,192.168.100.58,TCP
192.168.100.58,51546,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,60766,192.168.100.58,172.217.17.46,443,ams16s29-in-f46.1e100.net,UDP
192.168.100.58,59177,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59465,192.168.100.58,54.236.104.103,443,ec2-54-236-104-103.compute-1.amazonaws.com,TCP
172.217.19.227,443,par21s11-in-f3.1e100.net,192.168.100.58,59134,192.168.100.58,TCP
20.189.172.33,443,20.189.172.33,192.168.100.58,59273,192.168.100.58,TCP
192.168.100.58,2826,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
20.189.172.33,443,20.189.172.33,192.168.100.58,59270,192.168.100.58,TCP
20.189.172.33,443,20.189.172.33,192.168.100.58,59271,192.168.100.58,TCP
192.168.100.58,11557,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
20.189.172.33,443,20.189.172.33,192.168.100.58,59268,192.168.100.58,TCP
192.168.100.58,59479,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,TCP
151.101.140.223,443,151.101.140.223,192.168.100.58,59360,192.168.100.58,TCP
192.168.100.58,59277,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.58,59173,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
20.189.172.33,443,20.189.172.33,192.168.100.58,59267,192.168.100.58,TCP
151.101.64.223,443,151.101.64.223,192.168.100.58,59359,192.168.100.58,TCP
192.168.100.58,58954,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,TCP
192.168.100.58,59276,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
140.82.113.26,443,lb-140-82-113-26-iad.github.com,192.168.100.58,59366,192.168.100.58,TCP
192.168.100.58,59271,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,57285,192.168.100.58,UDP
192.168.100.58,59270,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.58,59268,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
104.16.103.112,443,104.16.103.112,192.168.100.58,59363,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,53384,192.168.100.58,UDP
192.168.100.58,58849,192.168.100.58,108.139.79.25,443,server-108-139-79-25.dxb53.r.cloudfront.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,53167,192.168.100.58,UDP
192.168.100.58,53384,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,62877,192.168.100.58,UDP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,59265,192.168.100.58,TCP
192.168.100.58,59609,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58534,192.168.100.58,UDP
192.168.100.58,59471,192.168.100.58,104.22.14.220,443,104.22.14.220,TCP
192.168.100.58,53225,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,UDP
192.168.100.58,50409,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,61683,192.168.100.58,UDP
192.168.100.58,61683,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,59630,192.168.100.58,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59484,192.168.100.58,TCP
192.168.100.58,39691,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59260,192.168.100.58,13.107.5.93,443,13.107.5.93,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,50394,192.168.100.58,UDP
192.168.100.58,59208,192.168.100.58,104.22.15.220,443,104.22.15.220,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58632,192.168.100.58,UDP
192.168.100.58,59475,192.168.100.58,172.217.19.4,443,zrh04s08-in-f4.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58551,192.168.100.58,UDP
192.168.100.58,58961,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,58551,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59249,192.168.100.58,35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,30556,192.168.100.58,UDP
35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,192.168.100.58,53730,192.168.100.58,UDP
192.168.100.58,52330,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,55353,192.168.100.58,UDP
192.168.100.58,25264,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,2826,192.168.100.58,UDP
192.168.100.58,50087,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59282,192.168.100.58,TCP
142.250.181.42,443,fjr04s06-in-f10.1e100.net,192.168.100.58,62088,192.168.100.58,UDP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59248,192.168.100.58,TCP
192.168.100.58,59248,192.168.100.58,172.217.17.74,443,ams16s30-in-f74.1e100.net,TCP
192.168.100.58,59001,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,34287,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
142.250.181.74,443,fjr04s07-in-f10.1e100.net,192.168.100.58,49675,192.168.100.58,UDP
192.168.100.58,10423,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59247,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,TCP
192.168.100.58,48219,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59244,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
192.168.100.58,40298,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,65516,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59243,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
20.207.73.82,443,20.207.73.82,192.168.100.58,59624,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,35607,192.168.100.58,UDP
192.168.100.58,35607,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.234,443,fjr02s13-in-f10.1e100.net,192.168.100.58,65449,192.168.100.58,UDP
13.107.5.93,443,13.107.5.93,192.168.100.58,59260,192.168.100.58,TCP
3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,192.168.100.58,59020,192.168.100.58,TCP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59242,192.168.100.58,TCP
192.168.100.58,27525,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64170,192.168.100.58,UDP
104.16.103.112,443,104.16.103.112,192.168.100.58,59241,192.168.100.58,TCP
192.168.100.58,32839,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59240,192.168.100.58,142.250.181.132,443,fjr04s09-in-f4.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64180,192.168.100.58,UDP
192.168.100.58,57333,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,64180,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.227,443,par21s11-in-f3.1e100.net,192.168.100.58,57297,192.168.100.58,UDP
52.3.167.79,443,ec2-52-3-167-79.compute-1.amazonaws.com,192.168.100.58,59239,192.168.100.58,TCP
192.168.100.58,59169,192.168.100.58,103.84.152.177,443,static.anycast.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,15805,192.168.100.58,UDP
192.168.100.58,28182,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59239,192.168.100.58,52.3.167.79,443,ec2-52-3-167-79.compute-1.amazonaws.com,TCP
3.217.32.188,443,ec2-3-217-32-188.compute-1.amazonaws.com,192.168.100.58,59428,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,10293,192.168.100.58,UDP
192.168.100.58,3881,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,25529,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,55858,192.168.100.58,UDP
172.217.19.234,443,fjr02s13-in-f10.1e100.net,192.168.100.58,63087,192.168.100.58,UDP
3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,192.168.100.58,59237,192.168.100.58,TCP
192.168.100.58,59237,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
192.168.100.58,8650,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,2867,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,22571,192.168.100.58,UDP
192.168.100.58,55254,192.168.100.58,142.250.181.110,443,fjr04s08-in-f14.1e100.net,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59234,192.168.100.58,TCP
192.168.100.58,57762,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59234,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
142.250.181.132,443,fjr04s09-in-f4.1e100.net,192.168.100.58,59396,192.168.100.58,TCP
192.168.100.58,59432,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.58,51346,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,36428,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,36718,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,5120,192.168.100.58,UDP
192.168.100.58,58019,192.168.100.58,172.217.17.42,443,ams16s29-in-f42.1e100.net,UDP
192.168.100.58,5120,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59630,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,TCP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59230,192.168.100.58,TCP
192.168.100.58,59543,192.168.100.58,151.101.64.223,443,151.101.64.223,TCP
35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,192.168.100.58,59249,192.168.100.58,TCP
172.217.19.206,443,fjr04s13-in-f14.1e100.net,192.168.100.58,55917,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,50083,192.168.100.58,UDP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59336,192.168.100.58,TCP
3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,192.168.100.58,59286,192.168.100.58,TCP
34.192.77.90,443,ec2-34-192-77-90.compute-1.amazonaws.com,192.168.100.58,59631,192.168.100.58,TCP
192.168.100.58,51354,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,9545,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,50409,192.168.100.58,UDP
192.168.100.58,28156,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59633,192.168.100.58,20.207.73.85,443,20.207.73.85,TCP
52.168.117.175,443,52.168.117.175,192.168.100.58,59413,192.168.100.58,TCP
151.101.140.223,443,151.101.140.223,192.168.100.58,59544,192.168.100.58,TCP
108.139.79.25,443,server-108-139-79-25.dxb53.r.cloudfront.net,192.168.100.58,59231,192.168.100.58,TCP
192.168.100.58,50793,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,46475,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.210.208.87,443,ec2-3-210-208-87.compute-1.amazonaws.com,192.168.100.58,59014,192.168.100.58,TCP
192.168.100.58,61044,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,60662,192.168.100.58,UDP
192.168.100.58,61487,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,49233,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,58321,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,43202,192.168.100.58,UDP
162.247.243.29,443,162.247.243.29,192.168.100.58,59213,192.168.100.58,TCP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,58903,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,65201,192.168.100.58,UDP
192.168.100.58,58946,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,TCP
192.168.100.58,4996,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,64185,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
52.168.117.174,443,52.168.117.174,192.168.100.58,59445,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58068,192.168.100.58,UDP
192.168.100.58,47387,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59351,192.168.100.58,TCP
34.192.130.194,443,ec2-34-192-130-194.compute-1.amazonaws.com,192.168.100.58,59209,192.168.100.58,TCP
192.168.100.58,53405,192.168.100.58,182.176.154.43,443,182.176.154.43,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,59746,192.168.100.58,UDP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,49717,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,51888,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,55748,192.168.100.58,UDP
192.168.100.58,37420,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
20.207.73.82,443,20.207.73.82,192.168.100.58,59621,192.168.100.58,TCP
192.168.100.58,58752,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,6320,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59201,192.168.100.58,TCP
185.199.111.154,443,cdn-185-199-111-154.github.com,192.168.100.58,59625,192.168.100.58,TCP
192.168.100.58,52454,192.168.100.58,142.250.102.84,443,rb-in-f84.1e100.net,UDP
192.168.100.58,59284,192.168.100.58,172.217.19.14,443,fjr02s08-in-f14.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,60373,192.168.100.58,UDP
192.168.100.58,57577,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,49849,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.160.77.4,443,server-3-160-77-4.dxb53.r.cloudfront.net,192.168.100.58,58931,192.168.100.58,TCP
192.168.100.58,58068,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59000,192.168.100.58,162.247.243.20,443,162.247.243.20,TCP
172.217.19.227,443,par21s11-in-f3.1e100.net,192.168.100.58,59192,192.168.100.58,TCP
192.168.100.58,19221,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,57040,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,50087,192.168.100.58,UDP
172.217.19.14,443,fjr02s08-in-f14.1e100.net,192.168.100.58,59284,192.168.100.58,TCP
192.168.100.58,59242,192.168.100.58,172.217.17.74,443,ams16s30-in-f74.1e100.net,TCP
192.168.100.58,53400,192.168.100.58,182.176.154.43,443,182.176.154.43,TCP
35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,192.168.100.58,58966,192.168.100.58,TCP
192.168.100.58,60426,192.168.100.58,102.132.97.52,3478,edgeray-shv-01-hbe1.facebook.com,UDP
192.168.100.58,59187,192.168.100.58,142.250.181.132,443,fjr04s09-in-f4.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64524,192.168.100.58,UDP
192.168.100.58,59610,192.168.100.58,172.217.19.195,443,ams16s31-in-f3.1e100.net,TCP
192.168.100.58,58608,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,51997,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59322,192.168.100.58,35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,TCP
192.168.100.58,53393,192.168.100.58,23.200.176.28,443,a23-200-176-28.deploy.static.akamaitechnologies.com,TCP
192.168.100.58,53730,192.168.100.58,35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,UDP
172.217.17.42,443,ams16s29-in-f42.1e100.net,192.168.100.58,59520,192.168.100.58,TCP
104.18.32.47,443,104.18.32.47,192.168.100.58,59184,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,56274,192.168.100.58,UDP
45.54.49.1,443,1.49.54.45.ptr.anycast.net,192.168.100.58,59175,192.168.100.58,TCP
192.168.100.58,59182,192.168.100.58,104.16.102.112,443,104.16.102.112,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,61487,192.168.100.58,UDP
192.168.100.58,59177,192.168.100.58,45.54.49.1,443,1.49.54.45.ptr.anycast.net,TCP
192.168.100.58,54670,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
59.103.129.42,443,59.103.129.42,192.168.100.58,59176,192.168.100.58,TCP
192.168.100.58,59175,192.168.100.58,45.54.49.1,443,1.49.54.45.ptr.anycast.net,TCP
192.168.100.58,50235,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,57836,192.168.100.58,172.217.19.227,443,par21s11-in-f3.1e100.net,UDP
45.54.49.1,443,1.49.54.45.ptr.anycast.net,192.168.100.58,59172,192.168.100.58,TCP
192.168.100.58,59599,192.168.100.58,172.217.19.228,443,fjr02s13-in-f4.1e100.net,TCP
192.168.100.58,59183,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,59174,192.168.100.58,45.54.49.1,443,1.49.54.45.ptr.anycast.net,TCP
192.168.100.58,43309,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59052,192.168.100.58,TCP
192.168.100.58,59332,192.168.100.58,172.217.17.74,443,ams16s30-in-f74.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,63790,192.168.100.58,UDP
3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,192.168.100.58,59171,192.168.100.58,TCP
192.168.100.58,54210,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59079,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,44837,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,41944,192.168.100.58,UDP
192.168.100.58,25546,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,43202,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,25511,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,41944,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
0.0.0.0,0,0.0.0.0,48.111.74.255,0,48.111.74.255,Other
192.168.100.58,59171,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
192.168.100.58,59007,192.168.100.58,3.220.214.60,443,ec2-3-220-214-60.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,9899,192.168.100.58,UDP
192.168.100.58,49063,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,57493,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,39456,192.168.100.58,UDP
192.168.100.58,39456,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
104.26.6.30,443,104.26.6.30,192.168.100.58,58874,192.168.100.58,TCP
192.168.100.58,58991,192.168.100.58,104.22.15.220,443,104.22.15.220,TCP
192.168.100.58,59273,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.58,33241,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59454,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
192.168.100.58,59445,192.168.100.58,52.168.117.174,443,52.168.117.174,TCP
142.250.181.138,443,fjr04s09-in-f10.1e100.net,192.168.100.58,58844,192.168.100.58,TCP
192.168.100.58,63950,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58980,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
192.168.100.58,54173,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58997,192.168.100.58,104.16.102.112,443,104.16.102.112,TCP
192.168.100.58,57084,192.168.100.58,3.108.35.59,443,ec2-3-108-35-59.ap-south-1.compute.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,15369,192.168.100.58,UDP
192.168.100.58,28676,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58878,192.168.100.58,34.192.130.194,443,ec2-34-192-130-194.compute-1.amazonaws.com,TCP
192.168.100.58,57447,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58632,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,40165,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59591,192.168.100.58,104.22.15.220,443,104.22.15.220,TCP
192.168.100.58,33930,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59213,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,59310,192.168.100.58,TCP
192.168.100.58,59799,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59269,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,5638,192.168.100.58,UDP
192.168.100.58,32275,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,34201,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,44196,192.168.100.58,UDP
162.247.243.29,443,162.247.243.29,192.168.100.58,58960,192.168.100.58,TCP
192.168.100.58,59133,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
172.224.19.12,443,a172-224-19-12.source.akaquill.net,192.168.100.58,53418,192.168.100.58,TCP
3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,192.168.100.58,59243,192.168.100.58,TCP
192.168.100.58,53396,192.168.100.58,182.176.154.43,443,182.176.154.43,TCP
108.139.79.107,443,server-108-139-79-107.dxb53.r.cloudfront.net,192.168.100.58,59552,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64706,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,55993,192.168.100.58,UDP
192.168.100.58,59136,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,TCP
192.168.100.58,57493,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,54193,192.168.100.58,104.21.10.81,443,104.21.10.81,UDP
192.168.100.58,58934,192.168.100.58,172.64.154.226,443,172.64.154.226,TCP
192.168.100.58,59022,192.168.100.58,172.217.17.67,443,ams16s30-in-f67.1e100.net,TCP
192.168.100.58,59176,192.168.100.58,59.103.129.42,443,59.103.129.42,TCP
192.168.100.58,56379,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.9,57687,192.168.100.9,239.255.255.250,1900,239.255.255.250,UDP
142.250.181.138,443,fjr04s09-in-f10.1e100.net,192.168.100.58,58954,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,57333,192.168.100.58,UDP
104.16.102.112,443,104.16.102.112,192.168.100.58,58997,192.168.100.58,TCP
192.168.100.58,62844,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
142.250.181.132,443,fjr04s09-in-f4.1e100.net,192.168.100.58,59361,192.168.100.58,TCP
192.168.100.58,59125,192.168.100.58,54.167.158.170,443,ec2-54-167-158-170.compute-1.amazonaws.com,TCP
192.168.100.58,60662,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,16362,192.168.100.58,UDP
192.168.100.58,50024,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,UDP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,50024,192.168.100.58,UDP
192.168.100.58,16362,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,34201,192.168.100.58,UDP
192.168.100.58,58218,192.168.100.58,142.250.181.110,443,fjr04s08-in-f14.1e100.net,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,22370,192.168.100.58,UDP
192.168.100.58,59474,192.168.100.58,52.207.8.64,443,ec2-52-207-8-64.compute-1.amazonaws.com,TCP
192.168.100.58,59287,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
192.168.100.58,57156,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,22370,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,21288,192.168.100.58,UDP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59113,192.168.100.58,TCP
192.168.100.58,23765,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,52633,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,35537,192.168.100.58,UDP
20.42.73.28,443,20.42.73.28,192.168.100.58,59115,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58323,192.168.100.58,UDP
172.217.21.46,443,fjr01s02-in-f14.1e100.net,192.168.100.58,59247,192.168.100.58,TCP
192.168.100.58,59012,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
192.168.100.58,59567,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,7330,192.168.100.58,UDP
